run_id,example_id,method,metric,value,slice_name,slice_value,metadata,model
task2_plausibility,4714cc6651769334,attnlrp,precision_at_k,0.125,target,Synonymy,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,attnlrp,recall_at_k,0.125,target,Synonymy,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,attnlrp,f1_at_k,0.125,target,Synonymy,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,attnlrp,auprc,0.22113097232288587,target,Synonymy,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,attnlrp,precision_at_k,0.25,target,Compression,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,attnlrp,recall_at_k,0.25,target,Compression,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,attnlrp,f1_at_k,0.25,target,Compression,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,attnlrp,auprc,0.24367378761287647,target,Compression,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,attnlrp,precision_at_k,0.3125,target,Omission,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,attnlrp,recall_at_k,0.3125,target,Omission,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,attnlrp,f1_at_k,0.3125,target,Omission,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,attnlrp,auprc,0.31273341550515465,target,Omission,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,d3145f304c3469e2,attnlrp,precision_at_k,0.325,target,Synonymy,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,attnlrp,recall_at_k,0.325,target,Synonymy,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,attnlrp,f1_at_k,0.325,target,Synonymy,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,attnlrp,auprc,0.36148918595701784,target,Synonymy,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,attnlrp,precision_at_k,0.35,target,Compression,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,attnlrp,recall_at_k,0.35,target,Compression,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,attnlrp,f1_at_k,0.35,target,Compression,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,attnlrp,auprc,0.4266651153483058,target,Compression,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,attnlrp,precision_at_k,0.3,target,Omission,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,attnlrp,recall_at_k,0.3,target,Omission,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,attnlrp,f1_at_k,0.3,target,Omission,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,attnlrp,auprc,0.36612599917862676,target,Omission,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,27232ed14f973bec,attnlrp,precision_at_k,0.09375,target,Compression,"{'n_gold_tokens': 32, 'k': 32}",xlmr
task2_plausibility,27232ed14f973bec,attnlrp,recall_at_k,0.09375,target,Compression,"{'n_gold_tokens': 32, 'k': 32}",xlmr
task2_plausibility,27232ed14f973bec,attnlrp,f1_at_k,0.09375,target,Compression,"{'n_gold_tokens': 32, 'k': 32}",xlmr
task2_plausibility,27232ed14f973bec,attnlrp,auprc,0.11528187373116786,target,Compression,"{'n_gold_tokens': 32, 'k': 32}",xlmr
task2_plausibility,27232ed14f973bec,attnlrp,precision_at_k,0.03125,target,Omission,"{'n_gold_tokens': 32, 'k': 32}",xlmr
task2_plausibility,27232ed14f973bec,attnlrp,recall_at_k,0.03125,target,Omission,"{'n_gold_tokens': 32, 'k': 32}",xlmr
task2_plausibility,27232ed14f973bec,attnlrp,f1_at_k,0.03125,target,Omission,"{'n_gold_tokens': 32, 'k': 32}",xlmr
task2_plausibility,27232ed14f973bec,attnlrp,auprc,0.12103482440547808,target,Omission,"{'n_gold_tokens': 32, 'k': 32}",xlmr
