run_id,example_id,method,metric,value,slice_name,slice_value,metadata,model
task2_plausibility,4714cc6651769334,integrated_gradients,precision_at_k,0.0625,target,Synonymy,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,integrated_gradients,recall_at_k,0.0625,target,Synonymy,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,integrated_gradients,f1_at_k,0.0625,target,Synonymy,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,integrated_gradients,auprc,0.17955105374857355,target,Synonymy,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,integrated_gradients,precision_at_k,0.0,target,Compression,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,integrated_gradients,recall_at_k,0.0,target,Compression,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,integrated_gradients,f1_at_k,0.0,target,Compression,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,integrated_gradients,auprc,0.1408110331406377,target,Compression,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,integrated_gradients,precision_at_k,0.25,target,Omission,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,integrated_gradients,recall_at_k,0.25,target,Omission,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,integrated_gradients,f1_at_k,0.25,target,Omission,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,4714cc6651769334,integrated_gradients,auprc,0.19480410102431273,target,Omission,"{'n_gold_tokens': 16, 'k': 16}",xlmr
task2_plausibility,d3145f304c3469e2,integrated_gradients,precision_at_k,0.325,target,Synonymy,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,integrated_gradients,recall_at_k,0.325,target,Synonymy,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,integrated_gradients,f1_at_k,0.325,target,Synonymy,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,integrated_gradients,auprc,0.32067904207184067,target,Synonymy,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,integrated_gradients,precision_at_k,0.375,target,Compression,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,integrated_gradients,recall_at_k,0.375,target,Compression,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,integrated_gradients,f1_at_k,0.375,target,Compression,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,integrated_gradients,auprc,0.35660069289935403,target,Compression,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,integrated_gradients,precision_at_k,0.25,target,Omission,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,integrated_gradients,recall_at_k,0.25,target,Omission,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,integrated_gradients,f1_at_k,0.25,target,Omission,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,d3145f304c3469e2,integrated_gradients,auprc,0.2998958281807985,target,Omission,"{'n_gold_tokens': 40, 'k': 40}",xlmr
task2_plausibility,27232ed14f973bec,integrated_gradients,precision_at_k,0.03125,target,Synonymy,"{'n_gold_tokens': 32, 'k': 32}",xlmr
task2_plausibility,27232ed14f973bec,integrated_gradients,recall_at_k,0.03125,target,Synonymy,"{'n_gold_tokens': 32, 'k': 32}",xlmr
task2_plausibility,27232ed14f973bec,integrated_gradients,f1_at_k,0.03125,target,Synonymy,"{'n_gold_tokens': 32, 'k': 32}",xlmr
task2_plausibility,27232ed14f973bec,integrated_gradients,auprc,0.09710672845514086,target,Synonymy,"{'n_gold_tokens': 32, 'k': 32}",xlmr
task2_plausibility,27232ed14f973bec,integrated_gradients,precision_at_k,0.0625,target,Compression,"{'n_gold_tokens': 32, 'k': 32}",xlmr
task2_plausibility,27232ed14f973bec,integrated_gradients,recall_at_k,0.0625,target,Compression,"{'n_gold_tokens': 32, 'k': 32}",xlmr
task2_plausibility,27232ed14f973bec,integrated_gradients,f1_at_k,0.0625,target,Compression,"{'n_gold_tokens': 32, 'k': 32}",xlmr
task2_plausibility,27232ed14f973bec,integrated_gradients,auprc,0.109518400623878,target,Compression,"{'n_gold_tokens': 32, 'k': 32}",xlmr
